,HMP ID,Organism Name,Domain,NCBI Superkingdom,HMP Isolation Body Site,Project Status,NCBI Submission Status,NCBI Project ID,Gene Count,IMG/HMP ID,Funding Source,Name Category,Name Details
1357,2021,Eubacterium sp. HMP2021,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Eubacterium,sp. HMP2021
1358,2022,Clostridium sp. HMP2022,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Clostridium,sp. HMP2022
1359,2023,Ruminococcus sp. HMP2023,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Ruminococcus,sp. HMP2023
1360,2024,Uncultured Bacterium HMP2024,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Uncultured,Bacterium HMP2024
1361,2025,Eubacterium sp. HMP2025,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Eubacterium,sp. HMP2025
1362,2026,Uncultured Bacterium HMP2026,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Uncultured,Bacterium HMP2026
1363,2027,Eubacterium sp. HMP2027,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Eubacterium,sp. HMP2027
1364,2028,Uncultured Bacterium HMP2028,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Uncultured,Bacterium HMP2028
1365,2029,Eubacterium sp. HMP2029,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Eubacterium,sp. HMP2029
1366,2030,Ruminococcus sp. HMP2030,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Ruminococcus,sp. HMP2030
1367,2031,Coprococcus sp. HMP2031,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Coprococcus,sp. HMP2031
1368,2032,Ruminococcus sp. HMP2032,BACTERIAL,NO KINGDOM,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Ruminococcus,sp. HMP2032
1369,2033,Subdoligranulum sp. HMP2033,NO DOMAIN,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Subdoligranulum,sp. HMP2033
1370,2034,Dialister pneumosintes CD1_D5_FAA_6,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212640,0,0,NIH-HMP Sequencing Center,Dialister,pneumosintes CD1_D5_FAA_6
1371,2035,Eggerthella lenta MR1_12,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212641,0,0,NIH-HMP Sequencing Center,Eggerthella,lenta MR1_12
1372,2036,Enterococcus durans CD1_FAA _2 _aer.,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212642,0,0,NIH-HMP Sequencing Center,Enterococcus,durans CD1_FAA _2 _aer.
1373,2037,Kluyvera sp. UC1_BHI_B,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212643,0,0,NIH-HMP Sequencing Center,Kluyvera,sp. UC1_BHI_B
1374,2038,Lactobacillus curvatus F16_9,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212644,0,0,NIH-HMP Sequencing Center,Lactobacillus,curvatus F16_9
1375,2039,Mogibacterium timidum CD1_D5_FAA_3,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212645,0,0,NIH-HMP Sequencing Center,Mogibacterium,timidum CD1_D5_FAA_3
1376,2040,Parvimonas micra CD1_D6_FAA_3,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212646,0,0,NIH-HMP Sequencing Center,Parvimonas,micra CD1_D6_FAA_3
1377,2041,Peptoniphilus asaccharolyticus CD1_D5_FAA_2,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212647,0,0,NIH-HMP Sequencing Center,Peptoniphilus,asaccharolyticus CD1_D5_FAA_2
1378,2042,Phascolarctobacterium faecium 4_1_13G,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,2. project has NCBI project id,212648,0,0,NIH-HMP Sequencing Center,Phascolarctobacterium,faecium 4_1_13G
1379,2043,Raoultella ornithinolytica CD1_MRS_4,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212649,0,0,NIH-HMP Sequencing Center,Raoultella,ornithinolytica CD1_MRS_4
1380,2044,Bifidobacterium sp. HMP2044,NO DOMAIN,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Bifidobacterium,sp. HMP2044
1381,2045,Slackia exigua CD1_D6_FAA_13,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212650,0,0,NIH-HMP Sequencing Center,Slackia,exigua CD1_D6_FAA_13
1382,2046,Varibaculum cambriense AB12_3,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212651,0,0,NIH-HMP Sequencing Center,Varibaculum,cambriense AB12_3
1383,2047,Veillonella dispar UC1_MRS_D,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212652,0,0,NIH-HMP Sequencing Center,Veillonella,dispar UC1_MRS_D
1384,2048,Weissella cibaria F16_1,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212653,0,0,NIH-HMP Sequencing Center,Weissella,cibaria F16_1
1385,2049,Adlercreutzia equolifaciens UC1_BHI_P,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212687,0,0,NIH-HMP Sequencing Center,Adlercreutzia,equolifaciens UC1_BHI_P
1386,2050,Bacteroides cellulosilyticus UC1_FAA_J,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212655,0,0,NIH-HMP Sequencing Center,Bacteroides,cellulosilyticus UC1_FAA_J
1387,2051,Bilophila wadsworthia AC2_8_11_AN_D5_FAA_1,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212656,0,0,NIH-HMP Sequencing Center,Bilophila,wadsworthia AC2_8_11_AN_D5_FAA_1
1388,2052,Catabacter hongkongensis AB8_9,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212657,0,0,NIH-HMP Sequencing Center,Catabacter,hongkongensis AB8_9
1389,2053,Enterococcus sp. HMP2053,NO DOMAIN,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Enterococcus,sp. HMP2053
1390,2054,Clostridium bifermentans NI48_6,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212658,0,0,NIH-HMP Sequencing Center,Clostridium,bifermentans NI48_6
1391,2055,Uncultured Bacterium HMP2055,NO DOMAIN,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Uncultured,Bacterium HMP2055
1392,2056,Clostridium hylemonae CD1_FAA_3,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212659,0,0,NIH-HMP Sequencing Center,Clostridium,hylemonae CD1_FAA_3
1393,2057,Clostridium innocuum UC1_FAA_N,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212660,0,0,NIH-HMP Sequencing Center,Clostridium,innocuum UC1_FAA_N
1394,2058,Ruminococcus sp. HMP2058,NO DOMAIN,Bacteria,gastrointestinal_tract,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Ruminococcus,sp. HMP2058
1395,2059,Clostridium leptum A16_3,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212661,0,0,NIH-HMP Sequencing Center,Clostridium,leptum A16_3
1396,2060,Collinsella aerofaciens UC1_BHI_C,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212662,0,0,NIH-HMP Sequencing Center,Collinsella,aerofaciens UC1_BHI_C
1397,2061,Selenomonas sp. HMP2061,NO DOMAIN,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Selenomonas,sp. HMP2061
1398,2062,Selenomonas sp. HMP2062,NO DOMAIN,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Selenomonas,sp. HMP2062
1399,2063,Selenomonas sp. HMP2063,NO DOMAIN,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Selenomonas,sp. HMP2063
1400,2064,Selenomonas sp. HMP2064,NO DOMAIN,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Selenomonas,sp. HMP2064
1401,2065,Selenomonas sp. HMP2065,NO DOMAIN,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Selenomonas,sp. HMP2065
1402,2066,Selenomonas sp. HMP2066,NO DOMAIN,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Selenomonas,sp. HMP2066
1403,2067,Selenomonas sp. HMP2067,NO DOMAIN,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Selenomonas,sp. HMP2067
1404,2068,Selenomonas sp. HMP2068,NO DOMAIN,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Selenomonas,sp. HMP2068
1405,2069,Selenomonas sp. HMP2069,NO DOMAIN,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Selenomonas,sp. HMP2069
1406,2070,Selenomonas sp. HMP2070,NO DOMAIN,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Selenomonas,sp. HMP2070
1407,2071,Selenomonas sp. HMP2071,NO DOMAIN,Bacteria,oral,In Progress,0. project has not been submitted to NCBI,0,0,0,NIH-HMP Sequencing Center,Selenomonas,sp. HMP2071
1408,2072,Dorea formicigenerans UC1_FAA_G,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212663,0,0,NIH-HMP Sequencing Center,Dorea,formicigenerans UC1_FAA_G
1409,2073,Eubacterium infirmum CD1_FAA_NB_6,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212664,0,0,NIH-HMP Sequencing Center,Eubacterium,infirmum CD1_FAA_NB_6
1410,2074,Fusobacterium ulcerans AC2_8_11_AN_D5_FAA_7,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212665,0,0,NIH-HMP Sequencing Center,Fusobacterium,ulcerans AC2_8_11_AN_D5_FAA_7
1411,2075,Leuconostoc mesenteroides A16_17,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212666,0,0,NIH-HMP Sequencing Center,Leuconostoc,mesenteroides A16_17
1412,2076,Micrococcus luteus CD1_FAA_NB_1,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212667,0,0,NIH-HMP Sequencing Center,Micrococcus,luteus CD1_FAA_NB_1
1413,2077,Morganella morganii AC2_8_11_AN_D6_FAA_4,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212668,0,0,NIH-HMP Sequencing Center,Morganella,morganii AC2_8_11_AN_D6_FAA_4
1414,2078,Parabacteroides merdae UC1_BHI_R,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212669,0,0,NIH-HMP Sequencing Center,Parabacteroides,merdae UC1_BHI_R
1415,2079,Phascolarctobacterium faecium UC1_BHI_D,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212670,0,0,NIH-HMP Sequencing Center,Phascolarctobacterium,faecium UC1_BHI_D
1416,2080,Pyramidobacter sp. 22-5-S_12_D6_FAA,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212671,0,0,NIH-HMP Sequencing Center,Pyramidobacter,sp. 22-5-S_12_D6_FAA
1417,2081,Veillonella atypica CD1_NA_1,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212672,0,0,NIH-HMP Sequencing Center,Veillonella,atypica CD1_NA_1
1418,2082,Veillonella atypica UC1_FAA_A,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212673,0,0,NIH-HMP Sequencing Center,Veillonella,atypica UC1_FAA_A
1419,2083,Veillonella parvula AC2_8_11_AN_NA_2,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212674,0,0,NIH-HMP Sequencing Center,Veillonella,parvula AC2_8_11_AN_NA_2
1420,2084,Peptococcus sp. 2_1_54CFAACT2,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212675,0,0,NIH-HMP Sequencing Center,Peptococcus,sp. 2_1_54CFAACT2
1421,2085,Fusobacterium nucleatum 13_3C,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,212676,2454,0,NIH-HMP Sequencing Center,Fusobacterium,nucleatum 13_3C
1422,2086,Helicobacter macacae MIT 99-5501,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,212677,1946,0,NIH-HMP Sequencing Center,Helicobacter,macacae MIT 99-5501
1423,2087,Helicobacter canis NCTC 12740,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,212678,1800,0,NIH-HMP Sequencing Center,Helicobacter,canis NCTC 12740
1424,2088,Flavobacteriaceae bacterium sp. LANL_C1_MDA_FEC_HR3_1,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212679,0,0,NIH-HMP Sequencing Center,Flavobacteriaceae,bacterium sp. LANL_C1_MDA_FEC_HR3_1
1425,2089,Methylobacterium sp. LANL_B2_MDA_FEC_HR3_2,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212680,0,0,NIH-HMP Sequencing Center,Methylobacterium,sp. LANL_B2_MDA_FEC_HR3_2
1426,2090,Kocuria sp. LANL_A2_MDA_BH_HR4_1,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212681,0,0,NIH-HMP Sequencing Center,Kocuria,sp. LANL_A2_MDA_BH_HR4_1
1427,2091,Planobacterium sp. LANL_D10_MDA_BHI_HR4_1,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212682,0,0,NIH-HMP Sequencing Center,Planobacterium,sp. LANL_D10_MDA_BHI_HR4_1
1428,2092,Enterococcus sp. LANL_G1_MDA_FEC_HR4_2,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,212683,0,0,NIH-HMP Sequencing Center,Enterococcus,sp. LANL_G1_MDA_FEC_HR4_2
1429,2093,Corynebacterium pyruviciproducens 17730,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,2. project has NCBI project id,212684,0,0,NIH-HMP Sequencing Center,Corynebacterium,pyruviciproducens 17730
1430,2094,Flavobacteriaceae bacterium ORNL_1OR_Ab54_110,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217575,0,0,NIH-HMP Sequencing Center,Flavobacteriaceae,bacterium ORNL_1OR_Ab54_110
1431,2095,Prevotella maculosa F0099,BACTERIAL,Bacteria,oral,In Progress,2. project has NCBI project id,212685,0,0,NIH-HMP Sequencing Center,Prevotella,maculosa F0099
1432,2097,Enterococcus faecalis 918,BACTERIAL,NO KINGDOM,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,205838,3546,0,NIH-HMP Sequencing Center,Enterococcus,faecalis 918
1433,2098,Enterococcus faecium 668,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205839,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 668
1434,2099,Enterococcus faecium 669,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205840,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 669
1435,2100,Enterococcus faecium 670,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205841,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 670
1436,2101,Enterococcus faecium 671,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205842,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 671
1437,2102,Enterococcus faecium 672,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205843,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 672
1438,2103,Enterococcus faecium 673,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205844,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 673
1439,2104,Enterococcus faecium 674,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205845,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 674
1440,2105,Enterococcus faecium 675,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205846,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 675
1441,2106,Enterococcus faecium 676,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205847,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 676
1442,2107,Enterococcus faecium 677,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205848,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 677
1443,2108,Enterococcus faecium 678,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205849,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 678
1444,2109,Enterococcus faecium 679,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205850,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 679
1445,2110,Enterococcus faecium 680,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205851,0,0,NIH-HMP Sequencing Center,Enterococcus,faecium 680
1446,2111,Staphylococcus aureus 917,BACTERIAL,NO KINGDOM,blood,In Progress,2. project has NCBI project id,205852,0,0,NIH-HMP Sequencing Center,Staphylococcus,aureus 917
1447,2112,Dorea sp. hmp_mda_pilot_jcvi_0005,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217571,0,0,NIH-HMP Sequencing Center,Dorea,sp. hmp_mda_pilot_jcvi_0005
1448,2113,Dorea sp. hmp_mda_pilot_jcvi_0013,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217572,0,0,NIH-HMP Sequencing Center,Dorea,sp. hmp_mda_pilot_jcvi_0013
1449,2114,Oscillibacter sp. ORNL_6EZ5-Gt_1_Pl2-100,BACTERIAL,Bacteria,unknown,In Progress,2. project has NCBI project id,217620,0,0,NIH-HMP Sequencing Center,Oscillibacter,sp. ORNL_6EZ5-Gt_1_Pl2-100
1450,2115,Oscillibacter sp. ORNL_6EZ5-Gt_1_Pl2-110,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,217621,0,0,NIH-HMP Sequencing Center,Oscillibacter,sp. ORNL_6EZ5-Gt_1_Pl2-110
1451,2116,Oscillibacter sp. ORNL_6EZ5-Gt_3_Pl1-28,BACTERIAL,Bacteria,unknown,In Progress,2. project has NCBI project id,217622,0,0,NIH-HMP Sequencing Center,Oscillibacter,sp. ORNL_6EZ5-Gt_3_Pl1-28
1452,2117,Clostridiales bacterium hmp_mda_pilot_jcvi_0006,BACTERIAL,Bacteria,unknown,In Progress,4. sequence public on NCBI site,218143,0,0,NIH-HMP Sequencing Center,Clostridiales,bacterium hmp_mda_pilot_jcvi_0006
1453,2118,Coprobacillus sp. ORNL_6EZ5-Gt_1_Pl2-113,BACTERIAL,Bacteria,unknown,In Progress,2. project has NCBI project id,218144,0,0,NIH-HMP Sequencing Center,Coprobacillus,sp. ORNL_6EZ5-Gt_1_Pl2-113
1454,2119,Actinomycetaceae sp. S8 65-1,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219647,0,0,NIH-HMP,Actinomycetaceae,sp. S8 65-1
1455,2120,Clostridiales bacterium S3PFAA2-10,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219650,0,0,NIH-HMP,Clostridiales,bacterium S3PFAA2-10
1456,2121,Clostridiales bacterium S8-AA1-7,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219651,0,0,NIH-HMP,Clostridiales,bacterium S8-AA1-7
1457,2122,Clostridiales bacterium S9 HS-16,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219652,0,0,NIH-HMP,Clostridiales,bacterium S9 HS-16
1458,2123,Clostridiales bacterium S8 87-8,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219653,0,0,NIH-HMP,Clostridiales,bacterium S8 87-8
1459,2124,Clostridiales bacterium S9 PR-1,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219654,0,0,NIH-HMP,Clostridiales,bacterium S9 PR-1
1460,2125,Olsenella sp. S9 HS-6,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219655,0,0,NIH-HMP,Olsenella,sp. S9 HS-6
1461,2126,Peptoniphilus sp. S5-A6,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219656,0,0,NIH-HMP,Peptoniphilus,sp. S5-A6
1462,2127,Slackia sp. S9 HS-10,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219658,0,0,NIH-HMP,Slackia,sp. S9 HS-10
1463,2128,Arthrobacter albus DNF00011,NO DOMAIN,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219659,1596,0,NIH-HMP,Arthrobacter,albus DNF00011
1464,2129,Corynebacterium tuscaniense DNF00037,NO DOMAIN,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219660,1792,0,NIH-HMP,Corynebacterium,tuscaniense DNF00037
1465,2130,Oligella urethralis DNF00040,NO DOMAIN,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219661,2118,0,NIH-HMP,Oligella,urethralis DNF00040
1466,2131,Bacillus sp. DNF00233,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219663,0,0,NIH-HMP,Bacillus,sp. DNF00233
1467,2132,Prevotella histicola JCM 15637 = DNF00424,NO DOMAIN,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219666,2358,0,NIH-HMP,Prevotella,histicola JCM 15637 = DNF00424
1468,2133,Brevibacterium lutescens DNF00447,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219667,0,0,NIH-HMP,Brevibacterium,lutescens DNF00447
1469,2134,Peptoniphilus lacrimalis DNF00528,NO DOMAIN,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219668,3237,0,NIH-HMP,Peptoniphilus,lacrimalis DNF00528
1470,2135,Staphylococcus haemolyticus DNF00585,NO DOMAIN,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219669,2173,0,NIH-HMP,Staphylococcus,haemolyticus DNF00585
1471,2136,Prevotella bivia DNF00650,NO DOMAIN,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219670,1973,0,NIH-HMP,Prevotella,bivia DNF00650
1472,2137,Prevotella buccalis DNF00853,NO DOMAIN,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219672,2232,0,NIH-HMP,Prevotella,buccalis DNF00853
1473,2138,Megasphaera micronuciformis DNF00954,NO DOMAIN,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,219675,0,0,NIH-HMP,Megasphaera,micronuciformis DNF00954
1474,2139,Prevotella denticola DNF00960,NO DOMAIN,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219676,2355,0,NIH-HMP,Prevotella,denticola DNF00960
1475,2140,Prevotella buccalis DNF00985,NO DOMAIN,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,219677,2062,0,NIH-HMP,Prevotella,buccalis DNF00985
1476,2141,Bacteroides uniformis KLE1607,NO DOMAIN,NO KINGDOM,gastrointestinal_tract,In Progress,4. sequence public on NCBI site,243490,0,0,NIH-HMP Sequencing Center,Bacteroides,uniformis KLE1607
1477,2221,bacterium JCVI_control_MDA_Saureus_10,BACTERIAL,Bacteria,skin,In Progress,2. project has NCBI project id,236734,0,0,NIH-HMP Sequencing Center,bacterium,JCVI_control_MDA_Saureus_10
1478,2222,bacterium JCVI_control_MDA_Ecoli_02,BACTERIAL,Bacteria,gastrointestinal_tract,In Progress,2. project has NCBI project id,236735,0,0,NIH-HMP Sequencing Center,bacterium,JCVI_control_MDA_Ecoli_02
1479,2300,Streptococcus mutans HMP_JCVI_SC0097,NO DOMAIN,Bacteria,unknown,In Progress,2. project has NCBI project id,225232,0,0,NIH-HMP,Streptococcus,mutans HMP_JCVI_SC0097
1480,2301,Streptococcus mutans HMP_JCVI_SC0098,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225233,0,0,NIH-HMP,Streptococcus,mutans HMP_JCVI_SC0098
1481,2302,Streptococcus mutans HMP_JCVI_SC0099,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225234,0,0,NIH-HMP,Streptococcus,mutans HMP_JCVI_SC0099
1482,2303,Bergeyella sp. HMP_JCVI_SC0100,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225235,0,0,NIH-HMP,Bergeyella,sp. HMP_JCVI_SC0100
1483,2304,candidate division TM7 bacterium HMP_JCVI_SC0101,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225236,0,0,NIH-HMP,candidate,division TM7 bacterium HMP_JCVI_SC0101
1484,2305,bacterium HMP_JCVI_SC0102,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225237,0,0,NIH-HMP,bacterium,HMP_JCVI_SC0102
1485,2306,Selenomonas sp. HMP_JCVI_SC0103,NO DOMAIN,Bacteria,unknown,In Progress,4. sequence public on NCBI site,225238,0,0,NIH-HMP,Selenomonas,sp. HMP_JCVI_SC0103
